ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
77595,Scott Anthony McGrory,M,30,185,73,Australia,AUS,2000 Summer,2000,Summer,Sydney,Cycling,"Cycling Men's Road Race, Individual",NA
77595,Scott Anthony McGrory,M,30,185,73,Australia,AUS,2000 Summer,2000,Summer,Sydney,Cycling,Cycling Men's Madison,Gold
77599,Dennis John McGuire,M,25,176,70,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",NA
77605,Kobie McGurk,F,22,168,61,Australia,AUS,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Women's Hockey,NA
77605,Kobie McGurk,F,26,168,61,Australia,AUS,2012 Summer,2012,Summer,London,Hockey,Hockey Women's Hockey,NA
77628,Cecilia Mcintosh,F,30,160,55,Australia,AUS,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Women's Two,NA
77639,Trudy Ann McIntosh,F,16,144,36,Australia,AUS,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Individual All-Around,NA
77639,Trudy Ann McIntosh,F,16,144,36,Australia,AUS,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Team All-Around,NA
77639,Trudy Ann McIntosh,F,16,144,36,Australia,AUS,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Floor Exercise,NA
77639,Trudy Ann McIntosh,F,16,144,36,Australia,AUS,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Horse Vault,NA
77639,Trudy Ann McIntosh,F,16,144,36,Australia,AUS,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Balance Beam,NA
77648,Margaret McIver,F,50,162,68,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Equestrianism,"Equestrianism Mixed Dressage, Individual",NA
77652,"Jonathan ""Jon"" McKain",M,21,185,78,Australia,AUS,2004 Summer,2004,Summer,Athina,Football,Football Men's Football,NA
77661,"Michael Scott ""Mike"" McKay",M,23,192,91,Australia,AUS,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Men's Coxed Eights,NA
77661,"Michael Scott ""Mike"" McKay",M,27,192,91,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Men's Coxless Fours,Gold
77661,"Michael Scott ""Mike"" McKay",M,31,192,91,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Coxless Fours,Gold
77661,"Michael Scott ""Mike"" McKay",M,35,192,91,Australia,AUS,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxed Eights,Silver
77661,"Michael Scott ""Mike"" McKay",M,39,192,91,Australia,AUS,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxed Eights,Bronze
77662,"Michael George ""Mike"" McKay",M,26,193,92,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Basketball,Basketball Men's Basketball,NA
77678,"Edward ""Ned"" McKendry",M,20,188,86,Australia,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,NA
77689,David Henry McKenzie,M,20,178,65,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Fencing,"Fencing Men's Foil, Individual",NA
77689,David Henry McKenzie,M,20,178,65,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Fencing,"Fencing Men's Foil, Team",NA
77689,David Henry McKenzie,M,24,178,65,Australia,AUS,1960 Summer,1960,Summer,Roma,Fencing,"Fencing Men's Foil, Team",NA
77689,David Henry McKenzie,M,28,178,65,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Fencing,"Fencing Men's Foil, Individual",NA
77689,David Henry McKenzie,M,28,178,65,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Fencing,"Fencing Men's Foil, Team",NA
77704,Michael Bruce McKenzie,M,21,184,74,Australia,AUS,1988 Summer,1988,Summer,Seoul,Swimming,"Swimming Men's 1,500 metres Freestyle",NA
77705,Paul Raymond McKenzie,M,28,185,90,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Sailing,Sailing Men's One Person Dinghy,NA
77708,Shane McKenzie,M,32,175,90,Australia,AUS,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Two,NA
77709,"Susan Peta ""Sue"" McKenzie (-Harbottle)",F,17,167,67,Australia,AUS,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 100 metres Breaststroke,NA
77709,"Susan Peta ""Sue"" McKenzie (-Harbottle)",F,17,167,67,Australia,AUS,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 200 metres Breaststroke,NA
77712,"Cameron ""Maxi"" McKenzie-McHarg",M,28,196,98,Australia,AUS,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Coxless Fours,Silver
77712,"Cameron ""Maxi"" McKenzie-McHarg",M,32,196,98,Australia,AUS,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Coxed Eights,NA
77714,David McKeon,M,20,195,85,Australia,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 400 metres Freestyle,NA
77714,David McKeon,M,20,195,85,Australia,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,NA
77714,David McKeon,M,24,195,85,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 200 metres Freestyle,NA
77714,David McKeon,M,24,195,85,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 400 metres Freestyle,NA
77714,David McKeon,M,24,195,85,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,NA
77716,Emma McKeon,F,22,180,60,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Freestyle,Bronze
77716,Emma McKeon,F,22,180,60,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
77716,Emma McKeon,F,22,180,60,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver
77716,Emma McKeon,F,22,180,60,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Butterfly,NA
77716,Emma McKeon,F,22,180,60,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
77719,"Ronald John ""Ron"" McKeon",M,19,186,88,Australia,AUS,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 200 metres Freestyle,NA
77719,"Ronald John ""Ron"" McKeon",M,19,186,88,Australia,AUS,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 400 metres Freestyle,NA
77719,"Ronald John ""Ron"" McKeon",M,19,186,88,Australia,AUS,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,NA
77719,"Ronald John ""Ron"" McKeon",M,23,186,88,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 400 metres Freestyle,NA
77719,"Ronald John ""Ron"" McKeon",M,23,186,88,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,NA
77721,Taylor McKeown,F,21,178,65,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Breaststroke,NA
77721,Taylor McKeown,F,21,178,65,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Breaststroke,NA
77721,Taylor McKeown,F,21,178,65,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
77757,Kaila McKnight,F,26,172,52,Australia,AUS,2012 Summer,2012,Summer,London,Athletics,"Athletics Women's 1,500 metres",NA
77763,Hamish McLachlan,M,21,188,95,Australia,AUS,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Men's Coxed Eights,NA
77765,Robert James McLachlan,M,21,187,82,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Cycling,Cycling Men's 100 kilometres Team Time Trial,NA
77773,"Timothy George ""Tim"" McLaren",M,27,193,89,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Men's Quadruple Sculls,Silver
77774,Ian James McLauchlain,M,24,187,85,Australia,AUS,1972 Summer,1972,Summer,Munich,Water Polo,Water Polo Men's Water Polo,NA
77809,Sally McLellan-Pearson,F,21,167,60,Australia,AUS,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's 100 metres Hurdles,Silver
77809,Sally McLellan-Pearson,F,25,167,60,Australia,AUS,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 100 metres Hurdles,Gold
77815,"Gordon ""Gordie"" McLeod",M,23,175,69,Australia,AUS,1980 Summer,1980,Summer,Moskva,Basketball,Basketball Men's Basketball,NA
77830,Jack Alan McLoughlin,M,21,183,75,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,"Swimming Men's 1,500 metres Freestyle",NA
77841,Gerald McMahon,M,43,182,78,Australia,AUS,2000 Summer,2000,Summer,Sydney,Fencing,"Fencing Men's Foil, Individual",NA
77842,Karri McMahon,F,24,177,70,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,NA
77845,Owen McMahon,M,25,178,70,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Sailing,Sailing Men's Two Person Dinghy,NA
77847,Peter McMahon,M,26,180,82,Australia,AUS,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Jumping, Individual",NA
77847,Peter McMahon,M,26,180,82,Australia,AUS,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Jumping, Team",NA
77856,Keryn McMaster,F,22,169,63,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 400 metres Individual Medley,NA
77866,Donald Fraser McMiken,M,22,171,68,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Modern Pentathlon,Modern Pentathlon Men's Individual,NA
77866,Donald Fraser McMiken,M,22,171,68,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Modern Pentathlon,Modern Pentathlon Men's Team,NA
77866,Donald Fraser McMiken,M,26,171,68,Australia,AUS,1968 Summer,1968,Summer,Mexico City,Modern Pentathlon,Modern Pentathlon Men's Individual,NA
77866,Donald Fraser McMiken,M,26,171,68,Australia,AUS,1968 Summer,1968,Summer,Mexico City,Modern Pentathlon,Modern Pentathlon Men's Team,NA
77893,Andrew James McNally,M,22,178,76,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Baseball,Baseball Men's Baseball,NA
77908,Andrew McNee,M,22,175,72,Australia,AUS,2002 Winter,2002,Winter,Salt Lake City,Short Track Speed Skating,Short Track Speed Skating Men's 500 metres,NA
77908,Andrew McNee,M,22,175,72,Australia,AUS,2002 Winter,2002,Winter,Salt Lake City,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",NA
77909,Mark McNee,M,20,175,76,Australia,AUS,2002 Winter,2002,Winter,Salt Lake City,Short Track Speed Skating,"Short Track Speed Skating Men's 1,000 metres",NA
77909,Mark McNee,M,20,175,76,Australia,AUS,2002 Winter,2002,Winter,Salt Lake City,Short Track Speed Skating,"Short Track Speed Skating Men's 1,500 metres",NA
77909,Mark McNee,M,24,175,76,Australia,AUS,2006 Winter,2006,Winter,Torino,Short Track Speed Skating,"Short Track Speed Skating Men's 1,000 metres",NA
77909,Mark McNee,M,24,175,76,Australia,AUS,2006 Winter,2006,Winter,Torino,Short Track Speed Skating,"Short Track Speed Skating Men's 1,500 metres",NA
77909,Mark McNee,M,24,175,76,Australia,AUS,2006 Winter,2006,Winter,Torino,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",NA
77914,David McNeill,M,25,175,53,Australia,AUS,2012 Summer,2012,Summer,London,Athletics,"Athletics Men's 5,000 metres",NA
77914,David McNeill,M,29,175,53,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 10,000 metres",NA
77929,Louise McPaul-Currey,F,23,175,68,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Women's Javelin Throw,NA
77929,Louise McPaul-Currey,F,27,175,68,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's Javelin Throw,Silver
77929,Louise McPaul-Currey,F,31,175,68,Australia,AUS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's Javelin Throw,NA
77951,Athol Ferguson McQueen,M,22,196,82,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Boxing,Boxing Men's Heavyweight,NA
77952,Rachel Jane McQuillan,F,20,174,61,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Tennis,Tennis Women's Singles,NA
77952,Rachel Jane McQuillan,F,20,174,61,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Tennis,Tennis Women's Doubles,Bronze
77952,Rachel Jane McQuillan,F,24,174,61,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Tennis,Tennis Women's Singles,NA
77954,Francine McRae,F,27,172,64,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Softball,Softball Women's Softball,Bronze
77955,James McRae,M,21,193,93,Australia,AUS,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Quadruple Sculls,NA
77955,James McRae,M,25,193,93,Australia,AUS,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Quadruple Sculls,Bronze
77955,James McRae,M,29,193,93,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Quadruple Sculls,Silver
77961,Kate McShea,F,17,170,60,Australia,AUS,2000 Summer,2000,Summer,Sydney,Football,Football Women's Football,NA
77968,Anna Therese McVann,F,15,170,54,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 200 metres Freestyle,NA
77968,Anna Therese McVann,F,15,170,54,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 400 metres Freestyle,NA
77968,Anna Therese McVann,F,15,170,54,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 800 metres Freestyle,NA
77968,Anna Therese McVann,F,15,170,54,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,NA
77969,"Jeffrey ""Jeff"" McVean",M,29,180,73,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Equestrianism,"Equestrianism Mixed Jumping, Individual",NA
77969,"Jeffrey ""Jeff"" McVean",M,29,180,73,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Equestrianism,"Equestrianism Mixed Jumping, Team",NA
77969,"Jeffrey ""Jeff"" McVean",M,33,180,73,Australia,AUS,1988 Summer,1988,Summer,Seoul,Equestrianism,"Equestrianism Mixed Jumping, Individual",NA
77969,"Jeffrey ""Jeff"" McVean",M,33,180,73,Australia,AUS,1988 Summer,1988,Summer,Seoul,Equestrianism,"Equestrianism Mixed Jumping, Team",NA
77975,"Donald James ""Don"" McWatters",M,23,183,79,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Hockey,Hockey Men's Hockey,Bronze
77992,Adrian Meagher,M,41,185,90,Australia,AUS,2000 Summer,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,NA
78005,Anna Maree Devenish Meares,F,20,165,70,Australia,AUS,2004 Summer,2004,Summer,Athina,Cycling,Cycling Women's Sprint,Bronze
78005,Anna Maree Devenish Meares,F,20,165,70,Australia,AUS,2004 Summer,2004,Summer,Athina,Cycling,Cycling Women's 500 metres Time Trial,Gold
78005,Anna Maree Devenish Meares,F,24,165,70,Australia,AUS,2008 Summer,2008,Summer,Beijing,Cycling,Cycling Women's Sprint,Silver
78005,Anna Maree Devenish Meares,F,28,165,70,Australia,AUS,2012 Summer,2012,Summer,London,Cycling,Cycling Women's Sprint,Gold
78005,Anna Maree Devenish Meares,F,28,165,70,Australia,AUS,2012 Summer,2012,Summer,London,Cycling,Cycling Women's Keirin,NA
78005,Anna Maree Devenish Meares,F,28,165,70,Australia,AUS,2012 Summer,2012,Summer,London,Cycling,Cycling Women's Team Sprint,Bronze
78005,Anna Maree Devenish Meares,F,32,165,70,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Sprint,NA
78005,Anna Maree Devenish Meares,F,32,165,70,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Keirin,Bronze
78005,Anna Maree Devenish Meares,F,32,165,70,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Team Sprint,NA
78046,Cameron Bradley Medhurst,M,18,162,56,Australia,AUS,1984 Winter,1984,Winter,Sarajevo,Figure Skating,Figure Skating Men's Singles,NA
78046,Cameron Bradley Medhurst,M,22,162,56,Australia,AUS,1988 Winter,1988,Winter,Calgary,Figure Skating,Figure Skating Men's Singles,NA
78046,Cameron Bradley Medhurst,M,26,162,56,Australia,AUS,1992 Winter,1992,Winter,Albertville,Figure Skating,Figure Skating Men's Singles,NA
78124,Chantal Olivia Meek,F,25,162,55,Australia,AUS,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",NA
78124,Chantal Olivia Meek,F,29,162,55,Australia,AUS,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",NA
78124,Chantal Olivia Meek,F,29,162,55,Australia,AUS,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Bronze
78170,Mizan Mehari,M,20,169,57,Australia,AUS,2000 Summer,2000,Summer,Sydney,Athletics,"Athletics Men's 5,000 metres",NA
78793,Robert Menzies,M,26,182,81,Australia,AUS,1972 Summer,1972,Summer,Munich,Water Polo,Water Polo Men's Water Polo,NA
78866,Kenneth John Meredith,M,25,155,55,Australia,AUS,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Individual All-Around,NA
78866,Kenneth John Meredith,M,25,155,55,Australia,AUS,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Floor Exercise,NA
78866,Kenneth John Meredith,M,25,155,55,Australia,AUS,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Horse Vault,NA
78866,Kenneth John Meredith,M,25,155,55,Australia,AUS,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Parallel Bars,NA
78866,Kenneth John Meredith,M,25,155,55,Australia,AUS,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Horizontal Bar,NA
78866,Kenneth John Meredith,M,25,155,55,Australia,AUS,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Rings,NA
78866,Kenneth John Meredith,M,25,155,55,Australia,AUS,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Pommelled Horse,NA
79107,"John Patrick ""Jack"" Metcalfe",M,24,183,80,Australia,AUS,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's High Jump,NA
79107,"John Patrick ""Jack"" Metcalfe",M,24,183,80,Australia,AUS,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's Triple Jump,Bronze
79143,"Maxwell Raymond ""Max"" Metzker",M,16,179,70,Australia,AUS,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 400 metres Freestyle,NA
79143,"Maxwell Raymond ""Max"" Metzker",M,16,179,70,Australia,AUS,1976 Summer,1976,Summer,Montreal,Swimming,"Swimming Men's 1,500 metres Freestyle",NA
79143,"Maxwell Raymond ""Max"" Metzker",M,20,179,70,Australia,AUS,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 400 metres Freestyle,NA
79143,"Maxwell Raymond ""Max"" Metzker",M,20,179,70,Australia,AUS,1980 Summer,1980,Summer,Moskva,Swimming,"Swimming Men's 1,500 metres Freestyle",Bronze
79143,"Maxwell Raymond ""Max"" Metzker",M,20,179,70,Australia,AUS,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,NA
79154,Craig Andrew Meuleman,M,30,177,85,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Shooting,Shooting Men's Skeet,NA
79192,"Cameron ""Cam"" Meyer",M,19,181,68,Australia,AUS,2008 Summer,2008,Summer,Beijing,Cycling,Cycling Men's Points Race,NA
79312,Miao Miao,F,19,162,48,Australia,AUS,2000 Summer,2000,Summer,Sydney,Table Tennis,Table Tennis Women's Singles,NA
79312,Miao Miao,F,19,162,48,Australia-1,AUS,2000 Summer,2000,Summer,Sydney,Table Tennis,Table Tennis Women's Doubles,NA
79312,Miao Miao,F,23,162,48,Australia,AUS,2004 Summer,2004,Summer,Athina,Table Tennis,Table Tennis Women's Singles,NA
79312,Miao Miao,F,23,162,48,Australia,AUS,2004 Summer,2004,Summer,Athina,Table Tennis,Table Tennis Women's Doubles,NA
79312,Miao Miao,F,27,162,48,Australia,AUS,2008 Summer,2008,Summer,Beijing,Table Tennis,Table Tennis Women's Singles,NA
79312,Miao Miao,F,27,162,48,Australia,AUS,2008 Summer,2008,Summer,Beijing,Table Tennis,Table Tennis Women's Team,NA
79312,Miao Miao,F,31,162,48,Australia,AUS,2012 Summer,2012,Summer,London,Table Tennis,Table Tennis Women's Singles,NA
79312,Miao Miao,F,31,162,48,Australia,AUS,2012 Summer,2012,Summer,London,Table Tennis,Table Tennis Women's Team,NA
79420,Chantelle Lee Michell-Newbery,F,23,153,53,Australia,AUS,2000 Summer,2000,Summer,Sydney,Diving,Diving Women's Springboard,NA
79420,Chantelle Lee Michell-Newbery,F,23,153,53,Australia,AUS,2000 Summer,2000,Summer,Sydney,Diving,Diving Women's Synchronized Springboard,NA
79420,Chantelle Lee Michell-Newbery,F,27,153,53,Australia,AUS,2004 Summer,2004,Summer,Athina,Diving,Diving Women's Platform,Gold
79420,Chantelle Lee Michell-Newbery,F,27,153,53,Australia,AUS,2004 Summer,2004,Summer,Athina,Diving,Diving Women's Synchronized Springboard,Bronze
79420,Chantelle Lee Michell-Newbery,F,31,153,53,Australia,AUS,2008 Summer,2008,Summer,Beijing,Diving,Diving Women's Springboard,NA
79455,"Patricia ""Pat"" Mickan",F,27,179,79,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Basketball,Basketball Women's Basketball,NA
79455,"Patricia ""Pat"" Mickan",F,31,179,79,Australia,AUS,1988 Summer,1988,Summer,Seoul,Basketball,Basketball Women's Basketball,NA
79460,"Kimberley ""Kim"" Mickle",F,27,168,70,Australia,AUS,2012 Summer,2012,Summer,London,Athletics,Athletics Women's Javelin Throw,NA
79460,"Kimberley ""Kim"" Mickle",F,31,168,70,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Javelin Throw,NA
79482,Robin Middleton,M,31,188,85,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Badminton,Badminton Mixed Doubles,NA
79771,Joel Milburn,M,22,182,75,Australia,AUS,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 400 metres,NA
79771,Joel Milburn,M,22,182,75,Australia,AUS,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 4 x 400 metres Relay,NA
79813,Rosemary Milgate (-Potter),F,17,162,60,Australia,AUS,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 400 metres Freestyle,NA
79813,Rosemary Milgate (-Potter),F,17,162,60,Australia,AUS,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 800 metres Freestyle,NA
79866,Adam Leslie Miller,M,20,183,74,Australia,AUS,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 200 metres,NA
79873,"William ""Billy"" Miller",M,24,188,89,Australia,AUS,2012 Summer,2012,Summer,London,Water Polo,Water Polo Men's Water Polo,NA
79874,"Robert Clyde ""Bob"" Miller",M,36,183,91,Australia,AUS,1972 Summer,1972,Summer,Munich,Sailing,Sailing Mixed Three Person Keelboat,NA
79883,Craig Miller,M,28,191,90,Australia,AUS,2000 Summer,2000,Summer,Sydney,Water Polo,Water Polo Men's Water Polo,NA
79883,Craig Miller,M,32,191,90,Australia,AUS,2004 Summer,2004,Summer,Athina,Water Polo,Water Polo Men's Water Polo,NA
79890,Gail Louise Miller (-Tune),F,23,180,65,Australia,AUS,2000 Summer,2000,Summer,Sydney,Water Polo,Water Polo Women's Water Polo,Gold
79901,"James David ""Jim"" Miller",M,22,188,79,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Pole Vault,NA
79911,Larrissa Miller,F,20,159,50,Australia,AUS,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Team All-Around,NA
79911,Larrissa Miller,F,20,159,50,Australia,AUS,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Floor Exercise,NA
79911,Larrissa Miller,F,20,159,50,Australia,AUS,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Uneven Bars,NA
79911,Larrissa Miller,F,24,159,50,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Floor Exercise,NA
79911,Larrissa Miller,F,24,159,50,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Uneven Bars,NA
79914,Leigh David Miller,M,25,182,74,Australia,AUS,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 400 metres Hurdles,NA
79914,Leigh David Miller,M,25,182,74,Australia,AUS,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 400 metres Relay,NA
79927,Paul James Miller,M,21,181,75,Australia,AUS,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Middleweight,NA
79936,Scott Andrew Miller,M,21,193,93,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 100 metres Butterfly,Silver
79936,Scott Andrew Miller,M,21,193,93,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 200 metres Butterfly,NA
79936,Scott Andrew Miller,M,21,193,93,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze
79953,Mark Daniel Milligan,M,23,178,80,Australia,AUS,2008 Summer,2008,Summer,Beijing,Football,Football Men's Football,NA
79959,John H. Millman,M,27,183,79,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Men's Singles,NA
79969,Alice Mary Mills (-Tait),F,18,175,63,Australia,AUS,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
79969,Alice Mary Mills (-Tait),F,18,175,63,Australia,AUS,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,NA
79969,Alice Mary Mills (-Tait),F,18,175,63,Australia,AUS,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 200 metres Individual Medley,NA
79969,Alice Mary Mills (-Tait),F,18,175,63,Australia,AUS,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
79969,Alice Mary Mills (-Tait),F,22,175,63,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
79977,Ian Alexander Mills,M,19,188,84,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Water Polo,Water Polo Men's Water Polo,NA
